text,category,amount
Spent 7996 On Rapido successful last night,Transport,7996.0
dinner charges INR 44522,Food,44522.0
renewed netflix subscription Rs. 11042,Entertainment,11042.0
food payment of 31101 rs,Food,31101.0
Spent Rs. 13579 on movie,Entertainment,13579.0
Bill from Home Centre of 41085 successful,Housing,41085.0
Rapido payment ₹27339,Transport,27339.0
Electronics Charges 38909 Rs,Shopping,38909.0
steam 39053,Entertainment,39053.0
apparel transfer 27515 actually inr 552,Shopping,552.0
party payment of 4353,Entertainment,4353.0
shopping expense inr8582,Shopping,8582.0
broadband Paid 42575 wait no ₹36309 txn id 568056,Utilities,36309.0
Monthly accessories ₹31310 cred,Shopping,31310.0
Rs. 47246 paid to Friend,Income,47246.0
Debit Swipe Subway Inr44431,Food,44431.0
paid for gift inr47385,Shopping,47385.0
paid for shoes 26562 rs successful,Shopping,26562.0
cashback charges 9429 today,Income,9429.0
just paid shoes bill 346.00,Shopping,346.0
Apple Store Bill is 29430... sorry ₹7724,Shopping,7724.0
Ordered from KFC 40307 successful,Food,40307.0
Monthly shopping ₹34658,Shopping,34658.0
monthly cab 9429 rs,Transport,9429.0
Bill from Subway of 24924 on card,Food,24924.0
Spent INR32208 on apparel,Shopping,32208.0
Electrician Repair Work Inr48537 on 12/05,Housing,48537.0
39424.00 Paid To Jio upi ref 43750,Utilities,39424.0
cab cost 13654 on card,Transport,13654.0
Spent 47727 on parking,Transport,47727.0
Paid for gift 8994 txn id 620230,Shopping,8994.0
office cab ride 12347,Transport,12347.0
Upi Payment To Blinkit Inr9586,Food,9586.0
clinic 17516 no make it rs. 47447 txn id 748698,Health,47447.0
Monthly shoes 4078,Shopping,4078.0
Wifi Bill Payment 32753 debt,Housing,32753.0
Game Expense Rs. 22159,Entertainment,22159.0
just paid breakfast bill rs. 49451,Food,49451.0
Spent INR 29851 on vegetables,Food,29851.0
Vegetables Expense ₹21686,Food,21686.0
INR 7407 for clinic,Health,7407.0
misc 47703 no make it 20714 rs via paytm,Others,20714.0
Ajio 45387 no make it 28111 rs,Shopping,28111.0
clothes charges 44289 rs,Shopping,44289.0
HP Petrol payment 15575,Transport,15575.0
adidas payment 7679,Shopping,7679.0
BigBasket 39333 rs,Food,39333.0
Paid for apparel INR 3439 yesterday,Shopping,3439.0
Spent INR 5359 on Shell,Transport,5359.0
vegetables INR 36746 ... not 30566,Food,36746.0
₹20034 for clothes,Shopping,20034.0
McDonalds payment 19615.00,Food,19615.0
McDonalds payment 48075 last night,Food,48075.0
wifi bill payment 38147 rs cred,Utilities,38147.0
DishTV Bill is 14716.00 not 4025,Utilities,14716.0
office canteen lunch 21225 rs,Food,21225.0
Transaction At Ajio For ₹35502 on card today,Shopping,35502.0
inr 25385 paid to vi,Utilities,25385.0
Debit swipe Tata Sky Rs. 31953,Utilities,31953.0
Monthly party 30658.00,Entertainment,30658.0
credit received in account 14284,Income,14284.0
stationery connection 13337 rs via gpay,Education,13337.0
Ordered from IMAX Rs. 24084 on card yesterday,Entertainment,24084.0
Ordered from DishTV 34349 rs,Utilities,34349.0
class cost INR 32985 successful,Education,32985.0
"Disney+ 35013 is the amount, not 4941",Entertainment,35013.0
Monthly dth 29996.00 upi ref 85399,Utilities,29996.0
paid for bill inr 40208,Utilities,40208.0
Paid INR7007 at Vi,Utilities,7007.0
electricity charges 42361,Housing,42361.0
Hp Petrol 33541 Was Debited... Correction ₹44580,Transport,44580.0
monthly bus pass renewal INR 8661,Transport,8661.0
Spent Inr21101 On Cafe yesterday,Food,21101.0
Instamart payment Rs. 41172,Food,41172.0
just paid school bill 26861.00,Education,26861.0
internet cost Rs. 43039,Utilities,43039.0
Spent ₹40042 on fruits,Food,40042.0
snack charges INR11267,Food,11267.0
hp petrol 6206 rs,Transport,6206.0
Party Cost ₹49238,Entertainment,49238.0
plumber Transfer 35622 actually 34397.00 on card,Housing,34397.0
ordered from starbucks inr 40980,Food,40980.0
Ajio Spent 49184 oh wait it was ₹29265 via paytm,Shopping,29265.0
cafe paid 3457 wait no rs. 37207,Food,37207.0
Spent Inr 9164 On Ride,Transport,9164.0
Swiggy Rs. 12960,Food,12960.0
INR6317 for rent yesterday,Housing,6317.0
28197 rs for food via gpay on 12/05,Food,28197.0
Paid for flight 12966.00 upi ref 66458,Transport,12966.0
Myntra 20350 Rs upi ref 48023,Shopping,20350.0
Upi Payment To Bescom 5934.00,Utilities,5934.0
Debit swipe Ajio 3655.00,Shopping,3655.0
ola bill is rs. 25604 not 39368,Transport,25604.0
upi payment to uber rs. 25633,Transport,25633.0
ordered clothes online ₹20701,Shopping,20701.0
Spent 20689 rs on Dominos successful,Food,20689.0
grocery typo 13492 read as 25219 rs successful,Food,25219.0
dth cost 2912,Utilities,2912.0
monthly bus pass renewal 27343.00,Transport,27343.0
Spent 12702 on Amazon Prime,Entertainment,12702.0
Ordered from Ajio ₹43025 via gpay,Shopping,43025.0
Playstation ₹30634,Entertainment,30634.0
16166 for workshop,Education,16166.0
Spent 31105 on apparel,Shopping,31105.0
paid ₹49901 at h&m,Shopping,49901.0
maintenance cost 108.00 cred,Housing,108.0
Paid Inr21920 At Uber on 12/05,Transport,21920.0
just paid concert bill 13842 rs,Entertainment,13842.0
Mcdonalds Inr48597,Food,48597.0
spent 40584.00 on subscription,Entertainment,40584.0
dth cost Rs. 12388,Utilities,12388.0
Electronics Store Bill Inr 37429,Shopping,37429.0
rs. 12456 paid to ola,Transport,12456.0
Debit swipe Swiggy 36667,Food,36667.0
bought clean coding book 33362,Education,33362.0
monthly dinner 46437 via phonepe,Food,46437.0
bought new ps5 game debt,Entertainment,35056.0
Client payment ₹5747,Income,5747.0
Burger King Paid 46402 wait no ₹48549,Food,48549.0
Starbucks Rs. 26457 successful,Food,26457.0
Rs. 5188 for grocery,Food,5188.0
diwali shopping for family 12301 rs on card,Shopping,12301.0
Ordered from McDonalds 45473,Food,45473.0
Purchase Cost 14941 Rs,Shopping,14941.0
train ticket booking tatkal ₹17928,Transport,17928.0
Paid 44355 Rs At Air Asia,Transport,44355.0
sunday brunch bill ₹28394,Food,28394.0
bought vegetables from local shop 22277,Food,22277.0
Gas Cylinder Booking ₹16527 on 12/05,Utilities,16527.0
spent 9079.00 on blinkit,Food,9079.0
Train Expense Inr 16831,Transport,16831.0
accessories not 34623 but 14273.00,Shopping,14273.0
Paid for donation 10782.00,Others,10782.0
Bought Clean Coding Book Inr 27316 via paytm,Education,27316.0
ordered from blinkit ₹48241,Food,48241.0
Monthly Lunch Inr49174,Food,49174.0
Instamart Paid 37738 wait no 38288.00,Food,38288.0
Bill from Zara of INR 17225,Shopping,17225.0
INR1305 for gas bill,Housing,1305.0
gym membership renewal inr 7434,Health,7434.0
Rs. 24189 For Water Bill,Housing,24189.0
Bill From H&M Of 7735.00,Shopping,7735.0
Uber Spent 21128 Oh Wait It Was ₹29618,Transport,29618.0
workshop on ai 49465.00,Education,49465.0
Monthly snack Rs. 22135 last night,Food,22135.0
party payment of 8832,Entertainment,8832.0
debit swipe urban company rs. 23484,Housing,23484.0
purchase charges 19004 rs,Shopping,19004.0
tea break at stall 33971 rs,Food,33971.0
Bill from H&M of 38126.00,Shopping,38126.0
Bill From Urban Company Of 5852,Housing,5852.0
transaction at myntra for inr37165,Shopping,37165.0
grocery charges Rs. 15700,Food,15700.0
Spent 31221 rs on restaurant,Food,31221.0
Amazon 49983 on card,Shopping,49983.0
lunch Transfer 32821 actually 42352 rs cred,Food,42352.0
Monthly restaurant 32820 rs last night,Food,32820.0
instamart rs. 3968,Food,3968.0
Transaction at Urban Company for INR4894 debt,Housing,4894.0
mobile 35380 ... not 32180 upi ref 62878,Utilities,35380.0
Spent 95 rs on Apollo Pharmacy,Health,95.0
36472 for dinner,Food,36472.0
shoes Bill is 25322 not 5489 via phonepe,Shopping,25322.0
Bill from Myntra of 1043.00,Shopping,1043.0
book expense 28159,Education,28159.0
Just paid lunch bill INR15702,Food,15702.0
Spent 1430 Rs On Kfc,Food,1430.0
Ordered from Ola INR19297,Transport,19297.0
INR 12312 for dth,Utilities,12312.0
Debit swipe Home Centre ₹7508,Housing,7508.0
Bill from BigBasket of INR 43571 via paytm,Food,43571.0
mobile recharge done inr 13740,Utilities,13740.0
Bill from Vi of 27234 rs today,Utilities,27234.0
shopping spree at mall rs. 15198,Shopping,15198.0
Debit swipe McDonalds Rs. 21503,Food,21503.0
debit swipe byju's rs. 14087,Education,14087.0
Monthly flight 27746.00 successful last night,Transport,27746.0
unacademy 20244,Education,20244.0
Paid Monthly House Rent 14189 Rs,Housing,14189.0
parking charges at mall Rs. 43933,Transport,43933.0
metro Bill is 31079 rs not 8832,Transport,31079.0
Debit swipe Adidas INR38316,Shopping,38316.0
shoes Transfer 16906 actually INR47546,Shopping,47546.0
Spent ₹48163 on Shell,Transport,48163.0
INR30918 paid to Ajio upi ref 14363,Shopping,30918.0
irctc payment inr34813,Transport,34813.0
23751 for restaurant,Food,23751.0
Rapido 5622.00,Transport,5622.0
INR15092 for deposited,Income,15092.0
parking charges at mall ₹38622,Transport,38622.0
party not 35858 but 12746 yesterday,Entertainment,12746.0
just paid recharge bill inr 4586,Utilities,4586.0
went out for dinner with friends ₹21616,Food,21616.0
debit swipe gold's gym rs. 24167 yesterday,Entertainment,24167.0
"gift INR44032 is the amount, not 48795",Others,44032.0
steam payment inr20477 successful,Entertainment,20477.0
Paid INR34688 at Zara,Shopping,34688.0
Monthly dividend INR519,Income,519.0
Zomato Not 39898 but 18059 rs,Food,18059.0
office canteen lunch ₹15088,Food,15088.0
movie cost 39162,Entertainment,39162.0
₹46719 For Recharge,Utilities,46719.0
Spent 3994.00 on carpenter,Housing,3994.0
bill from nike of 33649.00,Shopping,33649.0
water tanker charges inr 24607,Utilities,24607.0
Movie Expense 14170 cred,Entertainment,14170.0
29224 paid to Indigo,Transport,29224.0
Spent ₹15146 on Adidas,Shopping,15146.0
Air Asia payment INR 11818 via paytm,Transport,11818.0
transaction at amazon for rs. 36802,Shopping,36802.0
Debit swipe Decathlon Rs. 28706,Shopping,28706.0
transaction at rapido for 38206,Transport,38206.0
Broadband Expense Inr15035,Utilities,15035.0
36844.00 Paid To Starbucks,Food,36844.0
workshop on ai INR 40081 last night,Education,40081.0
Paid for ride ₹18497 via paytm,Transport,18497.0
transaction at jio for 14656.00,Utilities,14656.0
ride 19338 no make it inr29448,Transport,29448.0
Electronics Store Bill 37322 Rs,Shopping,37322.0
fruits expense 18863,Food,18863.0
Spent 32568.00 on prepaid,Utilities,32568.0
transaction at subway for 32448 rs,Food,32448.0
concert cost rs. 40223 successful,Entertainment,40223.0
Bill from Ajio of INR16639 today,Shopping,16639.0
accessories payment of Rs. 3767,Shopping,3767.0
Bill from Indigo of 10359,Transport,10359.0
Paid for maintenance ₹20226,Housing,20226.0
Bill from Flipkart of 22207,Shopping,22207.0
Paid 5394 At Hp Petrol,Transport,5394.0
Transaction at Zomato for Rs. 11059,Food,11059.0
spent inr343 on myntra,Shopping,343.0
dth yearly subscription 36023,Utilities,36023.0
bought vegetables from local shop 29830.00 yesterday,Food,29830.0
gift cost 7305 via gpay,Shopping,7305.0
Act Fibernet ₹30969 upi ref 63885,Utilities,30969.0
Ordered from Amazon INR40505,Shopping,40505.0
Spent ₹36157 on Cure.fit,Health,36157.0
plumbing service charge 41338.00,Housing,41338.0
H&M 4385.00,Shopping,4385.0
upi payment to jio inr48188,Utilities,48188.0
gas bill rs. 40 ... not 46146,Housing,40.0
Kfc Payment Rs. 30112 txn id 796510,Food,30112.0
"Swiggy 19341.00 is the amount, not 44396 upi ref 82754",Food,19341.0
Sunday Brunch Bill 29472 Rs,Food,29472.0
spent 27617 rs on zara,Shopping,27617.0
Bank 13033.00,Income,13033.0
Cinema ₹48426 Instead Of 47434,Entertainment,48426.0
monthly gift ₹17048,Shopping,17048.0
Bill From Charity Of 15235.00,Others,15235.0
mcdonalds payment ₹48190 debt,Food,48190.0
paid inr24676 at instamart,Food,24676.0
lunch bill is inr 14805 not 24727,Food,14805.0
Toll Expense 37830.00 txn id 462540,Transport,37830.0
Paid for clinic INR40969,Health,40969.0
booked flight tickets for vacation 26927 rs,Transport,26927.0
Just paid apparel bill 48862,Shopping,48862.0
Paid for snack 18239 on 12/05,Food,18239.0
Metro Cost 7988.00,Transport,7988.0
Paid 9346 Rs At Zomato,Food,9346.0
broadband Spent 23184 oh wait it was ₹23954,Utilities,23954.0
Paid 30729 at Ola debt,Transport,30729.0
ordered from medplus 42509,Health,42509.0
accessories cost 49276 rs on 12/05,Shopping,49276.0
UPI payment to Burger King INR16508,Food,16508.0
breakfast Rs. 16535 ... not 16091,Food,16535.0
earnings cost INR 29356,Income,29356.0
Just paid postpaid bill ₹16788,Utilities,16788.0
Bill From Friend Of Rs. 31066 on card,Income,31066.0
monthly breakfast 35608 rs cred,Food,35608.0
Spent 10147.00 on BookMyShow,Entertainment,10147.0
cafe cost inr 744,Food,744.0
Spent Rs. 13515 on diesel last night,Transport,13515.0
auto rickshaw fare ₹4642,Transport,4642.0
bought medicines for flu 30247.00,Health,30247.0
Upi Payment To Apple Store Inr 3897,Shopping,3897.0
Payment Received Charges Inr 698,Income,698.0
UPI payment to Cure.fit INR44305,Health,44305.0
paid for cafe inr10532 via phonepe,Food,10532.0
"Breakfast Rs. 45578 Is The Amount, Not 5204",Food,45578.0
Spent 36504 rs on subscription successful,Entertainment,36504.0
₹33127 paid to DishTV,Utilities,33127.0
Paid for cinema INR39649,Entertainment,39649.0
Debit swipe Blinkit 38500.00,Food,38500.0
Kfc Payment Rs. 40973 upi ref 44816,Food,40973.0
transaction at pizza hut for 49633 rs,Food,49633.0
1304 rs paid to Subway,Food,1304.0
Paid for dinner INR28703 txn id 631948,Food,28703.0
₹48016 paid to Nike,Shopping,48016.0
bill from instamart of rs. 25894,Food,25894.0
Monthly sent 45755,Others,45755.0
Debit swipe Indigo INR 25311,Transport,25311.0
maid Paid 2706 wait no INR 9045,Housing,9045.0
electronics expense INR41239,Shopping,41239.0
Practo Rs. 34342,Health,34342.0
INR3726 paid to Zara last night,Shopping,3726.0
Bill From Spotify Of Rs. 10817 debt,Entertainment,10817.0
Monthly Pharmacy Inr 15863 upi ref 33414,Health,15863.0
Inr12209 For Gift,Shopping,12209.0
Spent 9080.00 On Accessories txn id 978484,Shopping,9080.0
Debit swipe Google Pay INR 16607,Income,16607.0
Bill from Dominos of 19998,Food,19998.0
Transaction at Zomato for 12832.00,Food,12832.0
went out for dinner with friends INR38647,Food,38647.0
Spent ₹29357 on H&M,Shopping,29357.0
snack Transfer 45686 actually 20909.00 last night,Food,20909.0
Monthly cab 1284.00,Transport,1284.0
BigBasket 4843.00,Food,4843.0
Upi Payment To Flipkart Rs. 35400 on 12/05,Shopping,35400.0
went out for dinner with friends 31329 rs,Food,31329.0
just paid repairs bill 46182.00 last night,Housing,46182.0
Debit swipe Decathlon Rs. 14331 upi ref 23075,Shopping,14331.0
Cafe Payment Of 7691.00,Food,7691.0
Transaction at DishTV for INR27143 debt,Utilities,27143.0
Monthly toll INR 34860,Transport,34860.0
Uber Rs. 47403 ... not 44467,Transport,47403.0
Bill from Adidas of ₹31496,Shopping,31496.0
Transaction At Urban Company For 44257,Housing,44257.0
Paid INR 13568 at Jio,Utilities,13568.0
42768 paid to irctc debt,Transport,42768.0
HP Petrol payment 45383 on 12/05,Transport,45383.0
Paid INR8369 at Swiggy,Food,8369.0
apparel cost ₹28576,Shopping,28576.0
monthly breakfast 28450,Food,28450.0
train ticket booking tatkal Rs. 16341,Transport,16341.0
train ticket booking tatkal rs. 30968,Transport,30968.0
Transaction At Uber For Inr17685,Transport,17685.0
₹30024 paid to pvr,Entertainment,30024.0
Pizza Hut payment INR 30180,Food,30180.0
upi payment to netflix 13018.00,Entertainment,13018.0
Paid 11595 rs at Bescom on card,Utilities,11595.0
bonus cost 45015.00,Income,45015.0
"school 27528.00 is the amount, not 24817",Education,27528.0
Paid For Recharge Rs. 9187 on 12/05,Utilities,9187.0
Monthly recharge Rs. 47969 via paytm,Utilities,47969.0
Spent 42702.00 on party,Entertainment,42702.0
electronics payment of 6864 rs,Shopping,6864.0
31223.00 paid to Adidas last night,Shopping,31223.0
shoes cost Rs. 12310,Shopping,12310.0
Bill From Tata Sky Of 34438.00,Utilities,34438.0
late night craving order ₹34812,Food,34812.0
"snack Calculated 42175 incorrectly, actual is Rs. 36601",Food,36601.0
yoga INR43354 instead of 19935,Health,43354.0
Coursera ₹41787,Education,41787.0
Gas Bill Payment Of Inr 11544 via phonepe,Housing,11544.0
event expense INR10817,Entertainment,10817.0
ordered from irctc inr 48496,Transport,48496.0
income from freelance work INR 13964,Income,13964.0
INR 43858 for train,Transport,43858.0
Spent Rs. 15255 On Cafe successful today,Food,15255.0
Burger King INR19514,Food,19514.0
Flipkart 22736 no make it 4336.00,Shopping,4336.0
monthly dinner rs. 17753,Food,17753.0
Ordered from Indigo 43759,Transport,43759.0
Ordered from Indigo 5899.00,Transport,5899.0
Spent INR22870 on H&M,Shopping,22870.0
train ticket booking tatkal inr39862 yesterday,Transport,39862.0
Decathlon Spent 4959 oh wait it was INR40245,Shopping,40245.0
Spent INR49309 on breakfast,Food,49309.0
Transaction at Flipkart for ₹8034,Shopping,8034.0
Debit swipe Dominos 31652 rs upi ref 26899,Food,31652.0
rent charges 32093 rs,Housing,32093.0
electronics charges ₹33306,Shopping,33306.0
debit swipe employer ₹15055,Income,15055.0
Spent ₹47559 on concert,Entertainment,47559.0
₹32899 paid to Tata Sky debt,Utilities,32899.0
Spent Rs. 24583 on food,Food,24583.0
paid 11543.00 at swiggy on 12/05,Food,11543.0
Ordered From Starbucks 24128 Rs,Food,24128.0
Starbucks Typo 12320 read as INR22335,Food,22335.0
Debit swipe Asian Paints INR 4548,Housing,4548.0
9299 rs paid to Cure.fit,Health,9299.0
Just paid gift bill Rs. 41875,Others,41875.0
Paid for shoes INR 4700,Shopping,4700.0
Ordered Clothes Online Rs. 45668,Shopping,45668.0
furniture expense INR48921,Housing,48921.0
Just paid electrician bill 17826,Housing,17826.0
monthly fruits rs. 18480,Food,18480.0
"PVR 44648.00 is the amount, not 25882",Entertainment,44648.0
withdrawal not 1446 but inr20720,Others,20720.0
Water Bill Charges 18408.00,Housing,18408.0
Indigo payment 17212.00,Transport,17212.0
apparel cost inr 10640,Shopping,10640.0
Debit swipe Vi Rs. 5556,Utilities,5556.0
Upi Payment To Dominos 29100 Rs,Food,29100.0
debit swipe air asia inr 19020,Transport,19020.0
Cab Cost 41062,Transport,41062.0
"Amazon 49898 rs is the amount, not 42514",Shopping,49898.0
vegetables expense INR12428 yesterday,Food,12428.0
1Mg 44127,Health,44127.0
ajio 12807 no make it inr 34975,Shopping,34975.0
Subway ₹18813,Food,18813.0
bescom payment 7185.00 on card,Utilities,7185.0
train payment of 19344.00,Transport,19344.0
